Virus,Human_P,Human_G,Human_length,Weight,virus_protein_source,interaction_source
P0DTD1_YP_009725303,P46087,NOP2,812,42.42,khorsand,khorsand
P0DTD1_YP_009725303,P46779,RL28,137,45.08,khorsand,khorsand
P0DTD1_YP_009725303,P46783,RS10,165,48.53,khorsand,khorsand
P0DTD1_YP_009725303,P51398,RT29,398,55.75,khorsand,khorsand
P0DTD1_YP_009725303,P52292,IMA1,529,55.1,khorsand,khorsand
P0DTD1_YP_009725303,P52294,IMA5,538,56.11,khorsand,khorsand
P0DTD1_YP_009725303,P52597,HNRPF,415,44.67,khorsand,khorsand
P0DTD1_YP_009725303,P55265,DSRAD,1226,62.49,khorsand,khorsand
P0DTD1_YP_009725303,P61247,RS3A,264,40.3,khorsand,khorsand
P0DTD1_YP_009725303,P61962,DCAF7,342,44.64,khorsand,khorsand
P0DTD1_YP_009725303,P61978,HNRPK,463,67.47,khorsand,khorsand
P0DTD1_YP_009725303,P62269,RS18,152,54.67,khorsand,khorsand
P0DTD1_YP_009725303,P62750,RL23A,156,55.5,khorsand,khorsand
P0DTD1_YP_009725303,P62805,H4,103,44.04,khorsand,khorsand
P0DTD1_YP_009725303,P62829,RL23,140,49.42,khorsand,khorsand
P0DTD1_YP_009725303,P62847,RS24,133,49.06,khorsand,khorsand
P0DTD1_YP_009725303,P67809,YBOX1,324,65.95,khorsand,khorsand
P0DTD1_YP_009725303,P68104,EF1A1,462,61.45,khorsand,khorsand
P0DTD1_YP_009725303,P82650,RT22,360,43.59,khorsand,khorsand
P0DTD1_YP_009725303,P82673,RT35,323,40.94,khorsand,khorsand
P0DTD1_YP_009725303,P82675,RT05,430,46.55,khorsand,khorsand
P0DTD1_YP_009725303,P82930,RT34,218,43.66,khorsand,khorsand
P0DTD1_YP_009725303,P82932,RT06,125,42.49,khorsand,khorsand
P0DTD1_YP_009725303,P82933,RT09,396,43.41,khorsand,khorsand
P0DTD1_YP_009725303,Q00839,HNRPU,825,67.47,khorsand,khorsand
P0DTD1_YP_009725303,Q02539,H11,215,50.26,khorsand,khorsand
P0DTD1_YP_009725303,Q07666,KHDR1,443,40.3,khorsand,khorsand
P0DTD1_YP_009725303,Q08211,DHX9,1270,67.29,khorsand,khorsand
P0DTD1_YP_009725303,Q10570,CPSF1,1443,49.39,khorsand,khorsand
P0DTD1_YP_009725303,Q12905,ILF2,390,67.14,khorsand,khorsand
P0DTD1_YP_009725303,Q12906,ILF3,894,76.12,khorsand,khorsand
P0DTD1_YP_009725303,Q13151,ROA0,305,51.72,khorsand,khorsand
P0DTD1_YP_009725303,Q13310,PABP4,644,46.94,khorsand,khorsand
P0DTD1_YP_009725303,Q14258,TRI25,630,62.24,khorsand,khorsand
P0DTD1_YP_009725303,Q15020,SART3,963,56.77,khorsand,khorsand
P0DTD1_YP_009725303,Q15365,PCBP1,356,74.88,khorsand,khorsand
P0DTD1_YP_009725303,Q15633,TRBP2,366,43.08,khorsand,khorsand
P0DTD1_YP_009725303,Q15717,ELAV1,326,41.72,khorsand,khorsand
P0DTD1_YP_009725303,Q15942,ZYX,572,45.72,khorsand,khorsand
P0DTD1_YP_009725303,Q1KMD3,HNRL2,747,66.72,khorsand,khorsand
P0DTD1_YP_009725303,Q49A26,GLYR1,553,45.78,khorsand,khorsand
P0DTD1_YP_009725303,Q4G0J3,LARP7,582,40.58,khorsand,khorsand
P0DTD1_YP_009725303,Q5JVF3,PCID2,399,50.1,khorsand,khorsand
P0DTD1_YP_009725303,Q6FI13,H2A2A,130,40.52,khorsand,khorsand
P0DTD1_YP_009725303,Q6NZI2,CAVN1,390,44.7,khorsand,khorsand
P0DTD1_YP_009725303,Q6PKG0,LARP1,1096,63.14,khorsand,khorsand
P0DTD1_YP_009725303,Q7L2E3,DHX30,1194,42.5,khorsand,khorsand
P0DTD1_YP_009725303,Q7L2J0,MEPCE,689,40.58,khorsand,khorsand
P0DTD1_YP_009725303,Q86U42,PABP2,306,61.65,khorsand,khorsand
P0DTD1_YP_009725303,Q8N163,CCAR2,923,54.86,khorsand,khorsand
P0DTD1_YP_009725303,Q92499,DDX1,740,42.26,khorsand,khorsand
P0DTD1_YP_009725303,Q92522,H1X,213,51.33,khorsand,khorsand
P0DTD1_YP_009725303,Q92665,RT31,395,48.61,khorsand,khorsand
P0DTD1_YP_009725303,Q92900,RENT1,1129,71.34,khorsand,khorsand
P0DTD1_YP_009725303,Q96DV4,RM38,380,42.67,khorsand,khorsand
P0DTD1_YP_009725303,Q96EY7,PTCD3,689,49.78,khorsand,khorsand
P0DTD1_YP_009725303,Q96SI9,STRBP,672,43.6,khorsand,khorsand
P0DTD1_YP_009725303,Q99729,ROAA,332,61.16,khorsand,khorsand
P0DTD1_YP_009725303,Q9BUJ2,HNRL1,856,64.06,khorsand,khorsand
P0DTD1_YP_009725303,Q9BYN8,RT26,205,40.65,khorsand,khorsand
P0DTD1_YP_009725303,Q9HCE1,MOV10,1003,74.17,khorsand,khorsand
P0DTD1_YP_009725303,Q9NNW5,WDR6,1121,61.53,khorsand,khorsand
P0DTD1_YP_009725303,Q9NUL3,STAU2,570,45.62,khorsand,khorsand
P0DTD1_YP_009725303,Q9NVP1,DDX18,670,40.34,khorsand,khorsand
P0DTD1_YP_009725303,Q9NZB2,F120A,1118,67.06,khorsand,khorsand
P0DTD1_YP_009725303,Q9NZI8,IF2B1,577,43.08,khorsand,khorsand
P0DTD1_YP_009725303,Q9P015,RM15,296,46.55,khorsand,khorsand
P0DTD1_YP_009725303,Q9UKM9,RALY,306,44.8,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y224,RTRAF,244,44,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y2Q9,RT28,187,40.02,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y2R9,RT07,242,40.19,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y2X3,NOP58,529,58.09,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y383,LC7L2,392,42.67,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y399,RT02,296,40.99,khorsand,khorsand
P0DTD1_YP_009725303,Q9Y3I0,RTCB,505,51.37,khorsand,khorsand
P0DTD2,O43823,AKAP8,692,41.23,khorsand-gordon,khorsand
P0DTD2,P0DMV8,HS71A,641,43.9,khorsand-gordon,khorsand
P0DTD2,Q14315,FLNC,2725,43.9,khorsand-gordon,khorsand
P0DTD2,Q15365,PCBP1,356,49.79,khorsand-gordon,khorsand
P0DTD2,Q96KR1,ZFR,1074,41.06,khorsand-gordon,khorsand
P0DTD2,Q9UL15,BAG5,447,51.08,khorsand-gordon,khorsand-gordon
P0DTD2,Q7Z434,MAVS,540,78.25,khorsand-gordon,khorsand
P0DTD2,Q9UHD2,TBK1,729,61.25,khorsand-gordon,khorsand
P0DTD2,O95786,DDX58,925,114.25,khorsand-gordon,khorsand
P0DTD2,Q9BYX4,IFIH1,1025,56.25,khorsand-gordon,khorsand
P0DTD2,Q86WV6,STING,379,91.25,khorsand-gordon,khorsand
P0DTD2,Q9UKA9,PTBP2,531,75.25,khorsand-gordon,khorsand-gordon
P0DTD2,Q9P0L2,MARK1,795,94.25,khorsand-gordon,khorsand-gordon
P0DTD2,Q9H773,DCTP1,170,62.25,khorsand-gordon,khorsand-gordon
P0DTD2,Q9H2P9,DPH5,285,79.25,khorsand-gordon,khorsand-gordon
P0DTD2,Q7KZI7,MARK2,788,90.25,khorsand-gordon,khorsand-gordon
P0DTD2,P27448,MARK3,753,109.25,khorsand-gordon,khorsand-gordon
P0DTD2,O94826,TOM70,608,54.25,khorsand-gordon,khorsand-gordon
P0DTD2,O75534,CSDE1,798,68.25,khorsand-gordon,khorsand-gordon
P0DTD2,O43633,CHM2A,222,86.25,khorsand-gordon,khorsand-gordon
P0DTD2,O14745,NHRF1,358,79.25,khorsand-gordon,khorsand-gordon
P0DTD2,P19105,ML12A,171,86.25,khorsand-gordon,khorsand
P0DTD2,P62140,PP1B,327,100.25,khorsand-gordon,khorsand
P0DTD2,P62158,,,77.25,khorsand-gordon,khorsand
P0DTD2,P09622,DLDH,509,115.25,khorsand-gordon,khorsand
P0DTD2,P52907,CAZA1,286,53.25,khorsand-gordon,khorsand
P0DTD2,P60660,MYL6,151,93.25,khorsand-gordon,khorsand
P0DTD2,Q9NYL9,TMOD3,352,110.25,khorsand-gordon,khorsand
P0DTD2,P13797,PLST,630,53.25,khorsand-gordon,khorsand
P0DTD2,Q9UM54,MYO6,1294,113.25,khorsand-gordon,khorsand
P0DTD2,Q9ULV4,COR1C,474,98.25,khorsand-gordon,khorsand
P0DTD2,P59998,ARPC4,168,78.25,khorsand-gordon,khorsand
P0DTD2,Q5VT66,1-Mar,337,95.25,khorsand-gordon,khorsand
P0DTD2,P29966,MARCS,332,93.25,khorsand-gordon,khorsand
P0DTD2,P61224,RAP1B,184,74.25,khorsand-gordon,khorsand
P0DTD2,P29373,RABP2,138,87.25,khorsand-gordon,khorsand
P0DTD3,Q9Y3A6,TMED5,229,51.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q2PZI1,D19L1,675,66.25,khorsand-gordon,khorsand
P0DTD3,Q96S52,PIGS,555,62.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9Y6M9,NDUB9,179,81.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9Y375,CIA30,327,80.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9Y276,BCS1,419,78.25,khorsand-gordon,khorsand
P0DTD3,Q9NV92,NFIP2,336,73.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9H845,ACAD9,621,86.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9H3K2,GHITM,345,78.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9GZU3,TM39B,492,56.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9BVK2,ALG8,526,63.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9BQ95,ECSIT,431,63.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q96K12,FACR2,515,97.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q8TEQ8,PIGO,1089,111.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q86VR2,RETR3,466,87.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q86UT6,NLRX1,975,118.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q7Z2K6,ERMP1,904,104.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q6NXT6,TAPT1,567,99.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q6NXT4,ZNT6,461,62.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q5BJF2,SGMR2,176,106.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q12770,SCAP,1279,117.25,khorsand-gordon,khorsand-gordon
P0DTD3,P55085,PAR2,397,57.25,khorsand-gordon,khorsand-gordon
P0DTD3,P33527,MRP1,1531,61.25,khorsand-gordon,khorsand-gordon
P0DTD3,O76024,WFS1,890,72.25,khorsand-gordon,khorsand-gordon
P0DTD3,O43292,GPAA1,621,64.25,khorsand-gordon,khorsand-gordon
P0DTD3,O00124,UBXN8,270,92.25,khorsand-gordon,khorsand-gordon
P0DTD3,Q9BUQ8,DDX23,820,84.25,khorsand-gordon,khorsand
P0DTD3,Q96N67,DOCK7,2140,103.25,khorsand-gordon,khorsand
P0DTD3,Q15365,PCBP1,356,100.25,khorsand-gordon,khorsand
P0DTD3,P17987,TCPA,556,110.25,khorsand-gordon,khorsand
P0DTD3,O00231,PSD11,422,91.25,khorsand-gordon,khorsand
P0DTD3,Q14257,RCN2,317,79.25,khorsand-gordon,khorsand
P0DTD3,Q16576,RBBP7,425,78.25,khorsand-gordon,khorsand
P0DTD3,P62269,RS18,152,92.25,khorsand-gordon,khorsand
P0DTD3,Q58FF8,H90B2,381,106.25,khorsand-gordon,khorsand
P0DTD3,P27348,1433T,245,81.25,khorsand-gordon,khorsand
P0DTD3,P40227,TCPZ,531,84.25,khorsand-gordon,khorsand
P0DTD3,P63244,RACK1,317,109.25,khorsand-gordon,khorsand
P0DTD3,P49368,TCPG,545,66.25,khorsand-gordon,khorsand
P0DTD3,Q9Y265,RUVB1,456,75.25,khorsand-gordon,khorsand
P0DTD3,P07355,ANXA2,339,51.25,khorsand-gordon,khorsand
P0DTD3,P46379,BAG6,1132,61.25,khorsand-gordon,khorsand
P0DTD3,P48643,TCPE,541,66.25,khorsand-gordon,khorsand
P0DTD3,Q99832,TCPH,543,81.25,khorsand-gordon,khorsand
P0DTD3,Q9UHI6,DDX20,824,53.25,khorsand-gordon,khorsand
P0DTD3,P31948,STIP1,543,71.25,khorsand-gordon,khorsand
P0DTD3,Q3ZCQ8,TIM50,353,90.25,khorsand-gordon,khorsand
P0DTD3,Q9NVI7,ATD3A,634,71.25,khorsand-gordon,khorsand
P0DTD3,P46782,RS5,204,59.25,khorsand-gordon,khorsand
P0DTD3,P25205,MCM3,808,81.25,khorsand-gordon,khorsand
P0DTD3,P30153,2AAA,589,94.25,khorsand-gordon,khorsand
P0DTD3,Q9ULX6,AKP8L,646,110.25,khorsand-gordon,khorsand
P0DTD3,P42677,RS27,84,93.25,khorsand-gordon,khorsand
P0DTD3,P61158,ARP3,418,86.25,khorsand-gordon,khorsand
P0DTD3,P09874,PARP1,1014,53.25,khorsand-gordon,khorsand
P0DTD3,P50402,EMD,254,106.25,khorsand-gordon,khorsand
P0DTD3,P30876,RPB2,1174,114.25,khorsand-gordon,khorsand
P0DTD3,Q9NXS2,QPCTL,382,63.25,khorsand-gordon,khorsand
P0DTD3,P40939,ECHA,763,76.25,khorsand-gordon,khorsand
P0DTD3,P06493,CDK1,297,118.25,khorsand-gordon,khorsand
P0DTD3,P51570,GALK1,392,81.25,khorsand-gordon,khorsand
P0DTD3,Q7Z4H7,HAUS6,955,113.25,khorsand-gordon,khorsand
P0DTD3,P57088,TMM33,247,53.25,khorsand-gordon,khorsand
P0DTD3,Q14739,LBR,615,60.25,khorsand-gordon,khorsand
P0DTD3,P10155,RO60,538,118.25,khorsand-gordon,khorsand
P0DTD3,Q9UM54,MYO6,1294,76.25,khorsand-gordon,khorsand
P0DTD3,P04406,G3P,335,101.25,khorsand-gordon,khorsand
P0DTD3,Q9H936,GHC1,323,100.25,khorsand-gordon,khorsand
P0DTD3,P11586,C1TC,935,77.25,khorsand-gordon,khorsand
P0DTD3,Q9UBX3,DIC,287,98.25,khorsand-gordon,khorsand
P0DTD3,Q5H9R7,PP6R3,873,72.25,khorsand-gordon,khorsand
P0DTD3,P53618,COPB,953,103.25,khorsand-gordon,khorsand
P0DTD3,P53007,TXTP,311,52.25,khorsand-gordon,khorsand
P0DTD3,P12004,PCNA,261,74.25,khorsand-gordon,khorsand
P0DTD3,P05023,AT1A1,1023,89.25,khorsand-gordon,khorsand
P0DTD3,Q16891,MIC60,758,84.25,khorsand-gordon,khorsand
P0DTD3,Q9NZ01,TECR,308,111.25,khorsand-gordon,khorsand
P0DTD3,O14980,XPO1,1071,51.25,khorsand-gordon,khorsand
P0DTD3,O95347,SMC2,1197,115.25,khorsand-gordon,khorsand
P0DTD3,Q9NTJ3,SMC4,1288,83.25,khorsand-gordon,khorsand
P0DTD3,P53621,COPA,1224,55.25,khorsand-gordon,khorsand
P0DTD3,P16615,AT2A2,1042,61.25,khorsand-gordon,khorsand
P0DTD3,O43592,XPOT,962,84.25,khorsand-gordon,khorsand
P0DTD3,Q9UBF2,COPG2,871,55.25,khorsand-gordon,khorsand
P0DTD3,P35606,COPB2,906,59.25,khorsand-gordon,khorsand
P0DTD3,Q9P035,HACD3,362,52.25,khorsand-gordon,khorsand
P0DTD8,A0FGR8,ESYT2,921,52.4,khorsand-ncbi,khorsand
P0DTD8,B4E022,B4E022,576,42.81,khorsand-ncbi,khorsand
P0DTD8,O00165,HAX1,279,53.29,khorsand-ncbi,khorsand
P0DTD8,O00231,PSD11,422,58.48,khorsand-ncbi,khorsand
P0DTD8,O00232,PSD12,456,41.48,khorsand-ncbi,khorsand
P0DTD8,O00410,IPO5,1097,58.34,khorsand-ncbi,khorsand
P0DTD8,O00459,P85B,728,87.25,khorsand-ncbi,khorsand
P0DTD8,O00505,IMA4,521,41.06,khorsand-ncbi,khorsand
P0DTD8,O00567,NOP56,594,45.03,khorsand-ncbi,khorsand
P0DTD8,O00629,IMA3,521,40.88,khorsand-ncbi,khorsand
P0DTD8,O14654,IRS4,1257,54.72,khorsand-ncbi,khorsand
P0DTD8,O14735,CDIPT,213,44.29,khorsand-ncbi,khorsand
P0DTD8,O14744,ANM5,637,57.91,khorsand-ncbi,khorsand
P0DTD8,O14818,PSA7,248,40.44,khorsand-ncbi,khorsand
P0DTD8,O14828,SCAM3,347,47.88,khorsand-ncbi,khorsand
P0DTD8,O14979,HNRDL,420,51.12,khorsand-ncbi,khorsand
P0DTD8,O15027,SC16A,2357,45.1,khorsand-ncbi,khorsand
P0DTD8,O15226,NKRF,690,53.04,khorsand-ncbi,khorsand
P0DTD8,O15269,SPTC1,473,61.09,khorsand-ncbi,khorsand
P0DTD8,O15371,EIF3D,548,53.35,khorsand-ncbi,khorsand
P0DTD8,O43143,DHX15,795,48.88,khorsand-ncbi,khorsand
P0DTD8,O43242,PSMD3,534,45.67,khorsand-ncbi,khorsand
P0DTD8,O43390,HNRPR,633,85.11,khorsand-ncbi,khorsand
P0DTD8,O43707,ACTN4,911,47.27,khorsand-ncbi,khorsand
P0DTD8,O43823,AKAP8,692,68.8,khorsand-ncbi,khorsand
P0DTD8,O43852,CALU,315,75.78,khorsand-ncbi,khorsand
P0DTD8,O60506,HNRPQ,623,61.9,khorsand-ncbi,khorsand
P0DTD8,O60762,DPM1,260,44.31,khorsand-ncbi,khorsand
P0DTD8,O60812,HNRC1,293,44.74,khorsand-ncbi,khorsand
P0DTD8,O60832,DKC1,514,53.33,khorsand-ncbi,khorsand
P0DTD8,O75348,VATG1,118,59.45,khorsand-ncbi,khorsand
P0DTD8,O75569,PRKRA,313,81.95,khorsand-ncbi,khorsand
P0DTD8,O75688,PPM1B,479,40.07,khorsand-ncbi,khorsand
P0DTD8,O95071,UBR5,2799,60.01,khorsand-ncbi,khorsand
P0DTD8,O95232,LC7L3,432,49.98,khorsand-ncbi,khorsand
P0DTD8,O95573,ACSL3,720,46.91,khorsand-ncbi,khorsand
P0DTD8,O95639,CPSF4,269,52.74,khorsand-ncbi,khorsand
P0DTD8,O95793,STAU1,577,68.01,khorsand-ncbi,khorsand
P0DTD8,O95816,BAG2,211,63.41,khorsand-ncbi,khorsand
P0DTD8,P00403,COX2,227,48.41,khorsand-ncbi,khorsand
P0DTD8,P05141,ADT2,298,42.37,khorsand-ncbi,khorsand
P0DTD8,P05386,RLA1,114,40.71,khorsand-ncbi,khorsand
P0DTD8,P05388,RLA0,317,43.35,khorsand-ncbi,khorsand
P0DTD8,P06576,ATPB,529,53.11,khorsand-ncbi,khorsand
P0DTD8,P06733,ENOA,434,55.58,khorsand-ncbi,khorsand
P0DTD8,P07237,PDIA1,508,72.62,khorsand-ncbi,khorsand
P0DTD8,P07355,ANXA2,339,51.77,khorsand-ncbi,khorsand
P0DTD8,P07437,TBB5,444,56.99,khorsand-ncbi,khorsand
P0DTD8,P07900,HS90A,732,50.94,khorsand-ncbi,khorsand
P0DTD8,P07910,HNRPC,306,74.6,khorsand-ncbi,khorsand
P0DTD8,P08195,4F2,630,72.94,khorsand-ncbi,khorsand
P0DTD8,P08579,RU2B,225,50.03,khorsand-ncbi,khorsand
P0DTD8,P08621,RU17,437,59.5,khorsand-ncbi,khorsand
P0DTD8,P08708,RS17,135,53.49,khorsand-ncbi,khorsand
P0DTD8,P08865,RSSA,295,62.3,khorsand-ncbi,khorsand
P0DTD8,P09012,SNRPA,282,71.46,khorsand-ncbi,khorsand
P0DTD8,P09651,ROA1,372,68,khorsand-ncbi,khorsand
P0DTD8,P0C0S8,H2A1,130,49.28,khorsand-ncbi,khorsand
P0DTD8,P10155,RO60,538,47.3,khorsand-ncbi,khorsand
P0DTD8,P11387,TOP1,765,43.29,khorsand-ncbi,khorsand
P0DTD8,P11940,PABP1,636,66.99,khorsand-ncbi,khorsand
P0DTD8,P12004,PCNA,261,47.7,khorsand-ncbi,khorsand
P0DTD8,P12236,ADT3,298,76.49,khorsand-ncbi,khorsand
P0DTD8,P13674,P4HA1,534,66.52,khorsand-ncbi,khorsand
P0DTD8,P14866,HNRPL,589,63.5,khorsand-ncbi,khorsand
P0DTD8,P15822,ZEP1,2718,50.83,khorsand-ncbi,khorsand
P0DTD8,P16615,AT2A2,1042,44.59,khorsand-ncbi,khorsand
P0DTD8,P16989,YBOX3,372,59.61,khorsand-ncbi,khorsand
P0DTD8,P19429,TNNI3,210,40.16,khorsand-ncbi,khorsand
P0DTD8,P21912,SDHB,280,46.84,khorsand-ncbi,khorsand
P0DTD8,P21964,COMT,271,43.73,khorsand-ncbi,khorsand
P0DTD8,P22626,ROA2,353,63.5,khorsand-ncbi,khorsand
P0DTD8,P23396,RS3,243,48.13,khorsand-ncbi,khorsand
P0DTD8,P24928,RPB1,1970,66.35,khorsand-ncbi,khorsand
P0DTD8,P25398,RS12,132,55.95,khorsand-ncbi,khorsand
P0DTD8,P25705,ATPA,553,51.04,khorsand-ncbi,khorsand
P0DTD8,P26599,PTBP1,531,50.02,khorsand-ncbi,khorsand
P0DTD8,P27986,P85A,724,58.5,khorsand-ncbi,khorsand
P0DTD8,P30050,RL12,165,41.17,khorsand-ncbi,khorsand
P0DTD8,P31689,DNJA1,397,49.06,khorsand-ncbi,khorsand
P0DTD8,P31942,HNRH3,346,44.88,khorsand-ncbi,khorsand
P0DTD8,P31943,HNRH1,449,48.13,khorsand-ncbi,khorsand
P0DTD8,P31946,1433B,246,42.37,khorsand-ncbi,khorsand
P0DTD8,P35268,RL22,128,81.94,khorsand-ncbi,khorsand
P0DTD8,P35606,COPB2,906,48.38,khorsand-ncbi,khorsand
P0DTD8,P35637,FUS,526,66.85,khorsand-ncbi,khorsand
P0DTD8,P38159,RBMX,391,94.48,khorsand-ncbi,khorsand
P0DTD8,P39019,RS19,145,71.02,khorsand-ncbi,khorsand
P0DTD8,P42285,MTREX,1042,55.69,khorsand-ncbi,khorsand
P0DTD8,P43243,MATR3,847,72.72,khorsand-ncbi,khorsand
P0DTD8,P46779,RL28,137,45.36,khorsand-ncbi,khorsand
P0DTD8,P46781,RS9,194,58.06,khorsand-ncbi,khorsand
P0DTD8,P46782,RS5,204,56.16,khorsand-ncbi,khorsand
P0DTD8,P46783,RS10,165,54.61,khorsand-ncbi,khorsand
P0DTD8,P46977,STT3A,705,68.26,khorsand-ncbi,khorsand
P0DTD8,P48643,TCPE,541,60.7,khorsand-ncbi,khorsand
P0DTD8,P49755,TMEDA,219,61.03,khorsand-ncbi,khorsand
P0DTD8,P50914,RL14,215,41.17,khorsand-ncbi,khorsand
P0DTD8,P51116,FXR2,673,51.47,khorsand-ncbi,khorsand
P0DTD8,P51153,RAB13,203,47.15,khorsand-ncbi,khorsand
P0DTD8,P51398,RT29,398,53.87,khorsand-ncbi,khorsand
P0DTD8,P51570,GALK1,392,43.5,khorsand-ncbi,khorsand
P0DTD8,P51617,IRAK1,712,45.07,khorsand-ncbi,khorsand
P0DTD8,P51648,AL3A2,485,48.99,khorsand-ncbi,khorsand
P0DTD8,P52292,IMA1,529,44.35,khorsand-ncbi,khorsand
P0DTD8,P52294,IMA5,538,64.2,khorsand-ncbi,khorsand
P0DTD8,P52597,HNRPF,415,48.13,khorsand-ncbi,khorsand
P0DTD8,P53007,TXTP,311,69.23,khorsand-ncbi,khorsand
P0DTD8,P53618,COPB,953,61.26,khorsand-ncbi,khorsand
P0DTD8,P55084,ECHB,474,45.86,khorsand-ncbi,khorsand
P0DTD8,P55265,DSRAD,1226,76.82,khorsand-ncbi,khorsand
P0DTD8,P55884,EIF3B,814,50.35,khorsand-ncbi,khorsand
P0DTD8,P56134,ATPK,94,40.39,khorsand-ncbi,khorsand
P0DTD8,P61247,RS3A,264,51.56,khorsand-ncbi,khorsand
P0DTD8,P61254,RL26,145,41.32,khorsand-ncbi,khorsand
P0DTD8,P61962,DCAF7,342,64.02,khorsand-ncbi,khorsand
P0DTD8,P61978,HNRPK,463,63.5,khorsand-ncbi,khorsand
P0DTD8,P62195,PRS8,406,51.02,khorsand-ncbi,khorsand
P0DTD8,P62244,RS15A,130,59.92,khorsand-ncbi,khorsand
P0DTD8,P62269,RS18,152,58.13,khorsand-ncbi,khorsand
P0DTD8,P62277,RS13,151,54.02,khorsand-ncbi,khorsand
P0DTD8,P62280,RS11,158,42.43,khorsand-ncbi,khorsand
P0DTD8,P62333,PRS10,389,48.86,khorsand-ncbi,khorsand
P0DTD8,P62424,RL7A,266,41.17,khorsand-ncbi,khorsand
P0DTD8,P62750,RL23A,156,57.34,khorsand-ncbi,khorsand
P0DTD8,P62829,RL23,140,51.29,khorsand-ncbi,khorsand
P0DTD8,P62841,RS15,145,52.18,khorsand-ncbi,khorsand
P0DTD8,P62847,RS24,133,51.12,khorsand-ncbi,khorsand
P0DTD8,P62899,RL31,125,41.32,khorsand-ncbi,khorsand
P0DTD8,P62917,RL8,257,49.32,khorsand-ncbi,khorsand
P0DTD8,P63104,1433Z,245,57.22,khorsand-ncbi,khorsand
P0DTD8,P63167,DYL1,89,45.73,khorsand-ncbi,khorsand
P0DTD8,P67809,YBOX1,324,65.74,khorsand-ncbi,khorsand
P0DTD8,P68104,EF1A1,462,71.53,khorsand-ncbi,khorsand
P0DTD8,P82673,RT35,323,48.45,khorsand-ncbi,khorsand
P0DTD8,P82675,RT05,430,52.54,khorsand-ncbi,khorsand
P0DTD8,P82914,RT15,257,52.8,khorsand-ncbi,khorsand
P0DTD8,P82930,RT34,218,53.67,khorsand-ncbi,khorsand
P0DTD8,P82932,RT06,125,53.77,khorsand-ncbi,khorsand
P0DTD8,P82933,RT09,396,53.09,khorsand-ncbi,khorsand
P0DTD8,P84090,ERH,104,46.47,khorsand-ncbi,khorsand
P0DTD8,P84098,RL19,196,41.17,khorsand-ncbi,khorsand
P0DTD8,P98175,RBM10,930,44.72,khorsand-ncbi,khorsand
P0DTD8,Q00325,MPCP,362,57.75,khorsand-ncbi,khorsand
P0DTD8,Q00587,BORG5,391,47.16,khorsand-ncbi,khorsand
P0DTD8,Q00839,HNRPU,825,63.5,khorsand-ncbi,khorsand
P0DTD8,Q02878,RL6,288,41.17,khorsand-ncbi,khorsand
P0DTD8,Q02978,M2OM,314,44.73,khorsand-ncbi,khorsand
P0DTD8,Q04721,NOTC2,2471,42.65,khorsand-ncbi,khorsand
P0DTD8,Q07020,RL18,188,53.82,khorsand-ncbi,khorsand
P0DTD8,Q07065,CKAP4,602,42.44,khorsand-ncbi,khorsand
P0DTD8,Q08211,DHX9,1270,66.98,khorsand-ncbi,khorsand
P0DTD8,Q09666,AHNK,5890,48.18,khorsand-ncbi,khorsand
P0DTD8,Q10570,CPSF1,1443,53.15,khorsand-ncbi,khorsand
P0DTD8,Q12905,ILF2,390,62.82,khorsand-ncbi,khorsand
P0DTD8,Q12906,ILF3,894,87.87,khorsand-ncbi,khorsand
P0DTD8,Q12996,CSTF3,717,41.68,khorsand-ncbi,khorsand
P0DTD8,Q13151,ROA0,305,54.39,khorsand-ncbi,khorsand
P0DTD8,Q13227,GPS2,327,40.09,khorsand-ncbi,khorsand
P0DTD8,Q13310,PABP4,644,46.82,khorsand-ncbi,khorsand
P0DTD8,Q13435,SF3B2,895,46.91,khorsand-ncbi,khorsand
P0DTD8,Q13509,TBB3,450,48.28,khorsand-ncbi,khorsand
P0DTD8,Q14318,FKBP8,412,65.1,khorsand-ncbi,khorsand
P0DTD8,Q14764,MVP,893,62.91,khorsand-ncbi,khorsand
